lat,lon,Temperature,Fe,O2,Silicate,Nitrate,pH,Phosphate,Salinity,SPCO2,Chla,PAR,DOC,NH4,NPP
-74.16195,-34.457664,-1.7874051,0.000948515,339.3322,46.11218,27.361155,8.034375,1.9324314,33.989,39.6716,0.0786,0.15667447,5.2822,0.035793466,0.6811776
-74.15978,-33.452637,-1.7669457,0.000989596,339.31017,46.20723,27.30122,8.035716,1.9280314,33.92345,39.573383,0.106216,0.17712086,5.2994033,0.035634228,1.0233216
-74.15738,-32.447727,-1.7535391,0.00103087,339.31264,46.32311,27.23083,8.040716,1.9229953,33.8639,39.44996,0.163078,0.1936626,5.329604,0.03547868,1.534464
-74.15474,-31.442951,-1.7304939,0.00109187,339.1238,46.33183,27.095288,8.055356,1.9136639,33.7632,39.210552,0.269807,0.21136479,5.3695412,0.035667766,2.467584
-74.15187,-30.438309,-1.6957858,0.00117167,338.85324,46.231795,26.902558,8.068967,1.9006687,33.63465,38.858505,0.473118,0.2243874,5.4283394,0.03733206,3.753216
-74.14879,-29.433807,-1.6818541,0.00126142,339.1434,46.055462,26.673514,8.080113,1.8857197,33.53269,38.40295,0.838015,0.21019289,5.5340426,0.040905707,4.4064
-74.145485,-28.429453,-1.6004809,0.00138956,341.25012,45.676574,26.333103,8.086299,1.863998,33.407337,37.818707,1.358423,0.25313747,5.7194526,0.043607437,9.911808
-74.141975,-27.425251,-1.5148878,0.00155665,343.48926,45.608748,26.151564,8.081574,1.8530488,33.503635,37.573666,1.939871,0.31143153,5.907711,0.04442775,17.1072
-74.13826,-26.421206,-1.4794897,0.00187677,343.30487,45.755133,26.108691,8.078049,1.8504579,33.544373,37.531292,2.324418,0.3262869,5.984352,0.044742104,20.01024
-73.85356,-59.58464,-1.89997,0.001125,337.52376,49.96457,27.912548,8.000678,1.9804125,34.692104,40.723145,0.0362,0.037750706,5.2528204,0.012959112,0.02685312
-73.85776,-58.57998,-1.8868725,0.0010704,335.84374,50.15825,27.917404,8.000314,1.9803732,34.666138,40.806595,0.0381,0.047271617,5.28219,0.014323509,0.04012416
-73.861694,-57.575253,-1.8777666,0.00105734,333.93896,50.498985,27.961144,8.000612,1.9828666,34.63612,40.921124,0.0389,0.05764254,5.312347,0.014915518,0.05401728
-73.86539,-56.570465,-1.875268,0.00107033,331.92968,50.78924,27.98753,8.00128,1.9841397,34.60408,40.999317,0.0401,0.06231254,5.3346865,0.015156492,0.06231168
-73.868835,-55.56563,-1.8648859,0.00112199,329.57897,50.869737,27.933702,8.002093,1.9798658,34.521122,40.950737,0.0413,0.06668199,5.3423177,0.015534986,0.06822144
-73.872025,-54.560753,-1.8615463,0.00113114,328.27914,51.092878,27.959408,8.003248,1.98122,34.503254,41.018517,0.0423,0.0702784,5.3597135,0.015860594,0.0762048
-73.87496,-53.555836,-1.8524687,0.00115219,326.17682,51.4756,27.988248,8.003104,1.982404,34.44639,41.08202,0.0433,0.07549701,5.367333,0.01604766,0.08667648
-73.87764,-52.55089,-1.845531,0.00115177,322.9345,52.379753,28.11516,8.001686,1.989606,34.3955,41.275146,0.0446,0.076372474,5.3799367,0.015989335,0.09154944
-73.88007,-51.545925,-1.8380611,0.00112241,318.43534,53.748295,28.330792,7.999097,2.0020811,34.334236,41.61847,0.0464,0.07822163,5.4073753,0.016095511,0.098496
-73.88225,-50.54094,-1.8278105,0.0010928,314.13463,54.873325,28.504316,7.9971766,2.0117783,34.2582,41.919514,0.0479,0.07924558,5.440215,0.016341715,0.1047168
-73.88416,-49.53595,-1.8203294,0.00105686,311.85922,55.45576,28.620288,7.996038,2.0183767,34.22826,42.13491,0.0488,0.08020978,5.472927,0.016708856,0.1109376
-73.885826,-48.530956,-1.8091851,0.00104052,310.6358,55.525687,28.640805,7.9956384,2.0189057,34.17476,42.1914,0.0495,0.08211509,5.498582,0.017310309,0.1181952
-73.88724,-47.52597,-1.8118573,0.000993268,310.5416,55.25227,28.633308,7.9962683,2.017713,34.136826,42.18235,0.0506,0.08268578,5.548402,0.018778828,0.1254528
-73.8884,-46.520996,-1.8183817,0.000896596,312.30703,54.425035,28.618764,7.9979835,2.0161055,34.136173,42.1323,0.053,0.083487116,5.628535,0.021413909,0.134784
-73.8893,-45.51604,-1.8205159,0.00081685,315.59327,52.99945,28.522242,8.000074,2.0092742,34.144337,41.95866,0.0564,0.08627444,5.6893225,0.024248126,0.1472256
-73.88995,-44.511112,-1.8213404,0.000781875,318.8957,51.657926,28.399618,8.001894,2.0010504,34.136345,41.71996,0.0604,0.089263506,5.7057706,0.026261385,0.1586304
-73.89036,-43.50622,-1.8245239,0.000748235,321.99326,50.79988,28.348237,8.003993,1.9979405,34.17706,41.60014,0.0633,0.09325907,5.702549,0.027418218,0.171072
-73.89052,-42.50137,-1.8254615,0.000746444,324.1888,50.144583,28.272687,8.007164,1.993116,34.173275,41.431175,0.0646,0.096106686,5.670554,0.028060833,0.1824768
-73.890434,-41.496563,-1.823957,0.000755025,326.46415,49.494494,28.17452,8.012162,1.9867949,34.166378,41.231148,0.0645,0.09891622,5.615513,0.028943687,0.1959552
-73.89011,-40.49181,-1.8222356,0.000768322,329.26917,48.741907,28.046573,8.018392,1.9785154,34.160572,40.968628,0.0628,0.10293318,5.5394475,0.030294379,0.2156544
-73.88954,-39.48712,-1.8196256,0.000787381,332.34534,47.927376,27.894307,8.02412,1.968591,34.152405,40.665504,0.0615,0.107967444,5.4524597,0.031941196,0.2457216
-73.88874,-38.482494,-1.8137416,0.000809616,335.17328,47.190595,27.744388,8.028159,1.9587467,34.14643,40.37917,0.0617,0.11706737,5.375183,0.03357106,0.2913408
-73.8877,-37.477947,-1.8113617,0.000838103,337.15242,46.669435,27.62018,8.030523,1.95044,34.12836,40.138348,0.0625,0.12411642,5.3214016,0.034833618,0.3390336
-73.88644,-36.473473,-1.8088343,0.000868794,338.06247,46.445597,27.544213,8.031655,1.9451822,34.1076,39.988518,0.0629,0.12878883,5.2963695,0.035580266,0.3877632
-73.88495,-35.46909,-1.8048595,0.00089833,338.2447,46.46148,27.51296,8.032137,1.9428119,34.086544,39.930202,0.0641,0.13491905,5.2937437,0.035852245,0.4530816
-73.88324,-34.464794,-1.8005819,0.000928331,337.8593,46.679564,27.508618,8.031781,1.9420894,34.067024,39.93246,0.0685,0.14268991,5.3085177,0.03584279,0.5536512
-73.88131,-33.460594,-1.7886287,0.000968079,337.01074,46.97092,27.501937,8.03172,1.9411381,34.020077,39.930897,0.0781,0.15577021,5.3306655,0.0356759,0.7226496
-73.87917,-32.456497,-1.7831484,0.0010047,336.06353,47.308624,27.50772,8.035499,1.9410655,33.992233,39.94979,0.0975,0.16491103,5.3600096,0.035480723,0.9206784
-73.87682,-31.452509,-1.7776464,0.00105275,334.9839,47.5812,27.488671,8.050154,1.9393684,33.945667,39.91743,0.134707,0.172844,5.3887167,0.035368997,1.181952
-73.874275,-30.448633,-1.7681086,0.00111219,333.8743,47.782302,27.449077,8.065886,1.9363518,33.885014,39.84733,0.204499,0.17457828,5.4182424,0.035580106,1.420416
-73.87153,-29.444872,-1.7646828,0.00117862,333.05907,47.968708,27.40961,8.077926,1.9335262,33.84616,39.75944,0.337566,0.16808148,5.460027,0.0361297,1.627776
-73.86858,-28.441235,-1.7487361,0.00127051,332.80984,48.127502,27.35141,8.085365,1.9296019,33.805294,39.637375,0.5937,0.181815,5.519192,0.036357676,2.809728
-73.86546,-27.437723,-1.735152,0.00139744,332.52126,48.387874,27.34489,8.085085,1.929229,33.821827,39.627857,0.970269,0.19867899,5.580715,0.03617172,4.126464
-73.86215,-26.434341,-1.6898072,0.00160492,332.44252,48.566595,27.29024,8.084518,1.925674,33.799507,39.545906,1.328728,0.23215014,5.6428956,0.035610552,7.579008
-73.85867,-25.431095,-1.6085545,0.00188206,333.50676,48.474777,27.128533,8.086051,1.9152167,33.723392,39.298397,1.61548,0.3013042,5.7143387,0.035161396,11.50848
-73.85503,-24.427986,-1.5649167,0.00197004,335.99475,47.830485,26.69417,8.088729,1.8870438,33.57748,38.483208,2.174084,0.31460592,5.8508357,0.03749937,15.552
-73.85121,-23.425018,-1.455003,0.00206153,339.58736,46.75382,26.011333,8.090588,1.842645,33.275993,37.277016,2.875209,0.366999,6.0475916,0.04037252,23.12064
-73.847244,-22.422194,-1.3447018,0.00211871,344.47,45.671213,25.332026,8.0963125,1.7990367,33.10785,36.14744,3.495806,0.40082458,6.295515,0.043928587,30.68928
-73.84313,-21.419518,-1.274586,0.00227613,347.34926,44.531774,24.619402,8.098428,1.751903,32.716423,34.928818,3.864553,0.40000817,6.4416495,0.045927674,35.66592
-73.573746,-59.570107,-1.909827,0.00113016,336.80975,50.35397,27.978038,7.999362,1.9844675,34.688446,40.78391,0.0367,0.023088435,5.234928,0.011933795,0.01627776
-73.57747,-58.566242,-1.8879,0.00106518,335.57966,50.607394,28.005147,7.9989552,1.9859844,34.68591,40.92283,0.0381,0.08942008,5.2651335,0.013286081,0.09051264
-73.58097,-57.56233,-1.8790995,0.00104054,333.0119,51.132593,28.083336,7.9989758,1.990662,34.65813,41.096004,0.0393,0.060155313,5.3009037,0.014241333,0.05629824
-73.58426,-56.55837,-1.8754729,0.00104335,330.51768,51.66161,28.159399,7.99906,1.995123,34.63409,41.2567,0.0405,0.06336286,5.3289216,0.014538334,0.06241536
-73.58732,-55.554363,-1.8655552,0.00108738,327.65615,52.000728,28.155115,7.999285,1.9939474,34.55243,41.27472,0.0417,0.06523011,5.3399624,0.014775746,0.0663552
-73.59016,-54.550327,-1.8623685,0.00109159,325.46124,52.52521,28.229669,7.999792,1.9982075,34.526623,41.416027,0.043,0.066732556,5.3622294,0.014982635,0.07195392
-73.59277,-53.54626,-1.8516133,0.00109518,322.0379,53.342875,28.333372,7.9989653,2.0038262,34.46376,41.59522,0.0444,0.07228958,5.3840815,0.01523406,0.08387712
-73.59516,-52.542168,-1.8395611,0.00105935,317.25278,54.63499,28.526625,7.9975395,2.0146472,34.37945,41.93118,0.0467,0.07517445,5.4258583,0.015800044,0.09455616
-73.59732,-51.53806,-1.8288478,0.00100784,312.6001,55.684038,28.684905,7.9955053,2.0229295,34.269405,42.218216,0.0496,0.07783945,5.482382,0.016804019,0.1078272
-73.59926,-50.53394,-1.8169454,0.000971014,309.90127,56.034837,28.74472,7.9947753,2.0254164,34.18862,42.35688,0.0514,0.08020187,5.5276896,0.017702376,0.1171584
-73.60097,-49.52981,-1.8118439,0.000940886,309.26463,56.031115,28.763345,7.9947653,2.0262403,34.162975,42.41529,0.0527,0.08119656,5.5607744,0.018444112,0.1233792
-73.602455,-48.525684,-1.8108205,0.000930292,309.3868,55.761367,28.732263,7.9953437,2.0238436,34.13259,42.358055,0.0532,0.083273776,5.5831773,0.01921611,0.1296
-73.603714,-47.52156,-1.8177768,0.000892977,310.54416,55.125665,28.694002,7.9964957,2.0209409,34.13512,42.275032,0.0537,0.08329467,5.6225597,0.020634416,0.1337472
-73.604744,-46.51745,-1.8206342,0.000831726,313.27954,53.925708,28.611673,7.9984293,2.0151732,34.142185,42.120537,0.0554,0.08404176,5.6755804,0.022947705,0.139968
-73.60555,-45.513355,-1.8209397,0.000789022,316.821,52.448116,28.480815,8.000364,2.006351,34.14083,41.87684,0.0584,0.086896524,5.706747,0.02534048,0.150336
-73.60615,-44.50928,-1.8240548,0.000773622,319.95395,51.244378,28.361725,8.001907,1.9984946,34.13065,41.630188,0.0623,0.08883849,5.704066,0.026994214,0.1575936
-73.606514,-43.505238,-1.8262984,0.000744861,322.87985,50.52474,28.324286,8.004017,1.9963623,34.178333,41.537533,0.0652,0.09205538,5.68998,0.027958566,0.1689984
-73.60666,-42.50123,-1.8266065,0.000745543,325.03912,49.925655,28.252825,8.007452,1.9918177,34.17855,41.374763,0.0671,0.09421027,5.648046,0.02858444,0.1783296
-73.6066,-41.497253,-1.8244556,0.000756772,327.3305,49.280323,28.149033,8.012546,1.985116,34.170765,41.163525,0.0676,0.097368285,5.584927,0.029532042,0.1928448
-73.606316,-40.49333,-1.8205537,0.000768255,330.03107,48.572913,28.027605,8.018706,1.9772786,34.17239,40.92279,0.0651,0.102984436,5.510858,0.03082828,0.2166912
-73.60582,-39.489452,-1.8179328,0.000786511,332.75837,47.849394,27.888041,8.023949,1.9681558,34.167213,40.652077,0.0617,0.10927085,5.4331124,0.032304917,0.248832
-73.60512,-38.48563,-1.8157245,0.000808288,335.07127,47.254518,27.76136,8.027556,1.959788,34.159992,40.40191,0.0594,0.11664021,5.3675263,0.033754834,0.2861568
-73.6042,-37.48187,-1.8158588,0.000834666,336.48828,46.89117,27.66802,8.029334,1.9534773,34.149555,40.218117,0.0589,0.11995081,5.325992,0.03487965,0.3151872
-73.603096,-36.478172,-1.8126216,0.000861687,336.96845,46.80312,27.624216,8.02989,1.9503256,34.1364,40.130974,0.0589,0.12236311,5.310716,0.0355541,0.3462912
-73.601776,-35.47455,-1.8072646,0.000888693,336.6578,46.97743,27.621016,8.029497,1.9497706,34.120804,40.133656,0.0599,0.12743028,5.3157536,0.035817986,0.3981312
-73.60027,-34.470997,-1.8032476,0.000916312,335.61003,47.379147,27.656043,8.028181,1.9515827,34.10662,40.20154,0.0627,0.133496,5.3380835,0.03579576,0.4624128
-73.59857,-33.467525,-1.7943157,0.000951844,334.11697,47.857292,27.693072,8.027015,1.9534414,34.070557,40.280067,0.0669,0.14454386,5.3661643,0.035611643,0.5609088
-73.59668,-32.464138,-1.79065,0.000984848,332.56537,48.343632,27.738754,8.029489,1.9559448,34.045704,40.373074,0.0732,0.15043913,5.397209,0.035359866,0.648
-73.594604,-31.460838,-1.7863921,0.0010263,331.08264,48.718918,27.759563,8.042774,1.956822,34.00344,40.415,0.0831,0.15562937,5.4224064,0.03512354,0.7299072
-73.592354,-30.457632,-1.7804037,0.00107477,329.6765,48.983168,27.760092,8.059907,1.9564126,33.94829,40.421352,0.101056,0.15759282,5.441677,0.034943045,0.7693056
-73.58992,-29.454521,-1.7791404,0.0011187,328.55508,49.220644,27.773703,8.070538,1.9570116,33.929394,40.448402,0.136215,0.15074079,5.463518,0.034881607,0.762048
-73.587326,-28.451511,-1.7708961,0.00117284,327.74264,49.394067,27.768038,8.077249,1.9564016,33.90381,40.441055,0.213158,0.15351263,5.4873964,0.034804376,0.9320832
-73.58456,-27.448606,-1.7577605,0.0012403,327.65862,49.47668,27.732313,8.075604,1.9539718,33.884586,40.38385,0.384315,0.1665365,5.5193543,0.034699435,1.534464
-73.581635,-26.445807,-1.7181604,0.00134277,328.49044,49.3377,27.589258,8.080347,1.9445374,33.821087,40.117607,0.73303,0.20023854,5.5668345,0.034587567,3.846528
-73.57856,-25.44312,-1.6714189,0.00147467,330.01047,48.95205,27.327705,8.082825,1.9273842,33.70423,39.640232,1.185881,0.22995383,5.6347568,0.035157078,6.656256
-73.57533,-24.440542,-1.6391848,0.00154545,331.85044,48.46552,26.99471,8.088492,1.9057007,33.59513,39.02533,1.758948,0.23458731,5.7376046,0.037100297,8.750592
-73.57196,-23.438084,-1.5499377,0.00164443,335.36923,47.540553,26.402956,8.096204,1.8671955,33.32708,37.930767,2.476646,0.2676025,5.9089786,0.040086954,13.16736
-73.56845,-22.435743,-1.4290645,0.00170216,342.46266,46.367414,25.656318,8.09499,1.8197433,33.203316,36.70252,3.163433,0.32162908,6.2268893,0.04393869,23.22432
-73.56481,-21.433525,-1.1919578,0.00180515,352.13396,44.8312,24.67145,8.093309,1.7574354,33.0096,35.20468,3.614813,0.40709049,6.675287,0.04925794,37.94688
-73.56105,-20.431429,-0.6596683,0.00212391,361.16645,43.162752,23.588303,8.081612,1.6879403,32.685875,33.88501,4.019949,0.4928819,7.0982887,0.05342568,57.5424
-73.289444,-59.557453,-1.9173625,0.00115586,335.65298,50.947327,28.087338,7.998052,1.9914075,34.70488,40.941853,0.0363,0.01067756,5.2248943,0.011475966,0.007402752
-73.29273,-58.554287,-1.8898606,0.00107151,334.2193,51.195268,28.10616,7.9972496,1.99231,34.69507,41.06629,0.038,0.054495156,5.254238,0.012873569,0.04416768
-73.29582,-57.55108,-1.8805652,0.00102751,331.16344,52.004844,28.237035,7.9970446,2.0003093,34.6714,41.324524,0.0395,0.060520563,5.2962275,0.013700515,0.0559872
-73.29872,-56.547832,-1.875962,0.00101842,327.7015,52.905034,28.377669,7.9965034,2.0087587,34.651157,41.59144,0.0411,0.05945697,5.3325677,0.013971269,0.0580608
-73.301414,-55.544556,-1.8641434,0.00104691,323.79845,53.63196,28.43854,7.996434,2.0115138,34.558823,41.71003,0.0428,0.062204186,5.3533404,0.014209594,0.06469632
-73.303925,-54.54125,-1.8603326,0.00102569,320.49936,54.519106,28.576972,7.9964066,2.019523,34.526787,41.971874,0.0443,0.06633669,5.3914348,0.014618486,0.0746496
-73.30623,-53.537918,-1.8441893,0.000998564,316.1113,55.49824,28.709415,7.9955497,2.0264166,34.431995,42.23515,0.0465,0.07240745,5.439685,0.015492145,0.09040896
-73.308334,-52.53457,-1.8312107,0.000948907,311.92887,56.263022,28.817328,7.9948244,2.031427,34.30973,42.4483,0.0495,0.076433055,5.50273,0.016835109,0.1067904
-73.31025,-51.531208,-1.8199276,0.000897486,309.56137,56.41212,28.845785,7.9942203,2.0317559,34.21136,42.53568,0.0525,0.078632705,5.5631967,0.018321083,0.1181952
-73.31196,-50.527836,-1.8143972,0.000875932,308.70247,56.160744,28.807057,7.9945536,2.028434,34.142014,42.48561,0.0545,0.08009132,5.601179,0.019450183,0.1254528
-73.31347,-49.524456,-1.816108,0.000859991,308.96053,55.751864,28.772974,7.995317,2.0257556,34.123657,42.419106,0.0559,0.08094786,5.627968,0.020312678,0.1296
-73.31478,-48.52108,-1.8178003,0.000859522,309.681,55.180155,28.701026,7.996348,2.0208035,34.098534,42.28795,0.0564,0.082704574,5.6453096,0.021159209,0.1337472
-73.315895,-47.517708,-1.8205681,0.000831794,311.66708,54.365303,28.641596,7.9977956,2.0168456,34.115902,42.18127,0.0568,0.08288635,5.6750607,0.022491362,0.1358208
-73.31681,-46.514343,-1.8213863,0.000795661,314.79445,53.151485,28.546056,7.999545,2.0105203,34.129913,41.998875,0.0582,0.08427651,5.705462,0.024420184,0.1420416
-73.317535,-45.510994,-1.8232523,0.000777279,318.09124,51.877342,28.426284,8.000751,2.002623,34.13054,41.7628,0.0612,0.086321115,5.713385,0.026297677,0.1482624
-73.318054,-44.507664,-1.8262426,0.000770297,320.7577,50.947137,28.335344,8.001945,1.9967083,34.126064,41.560246,0.0649,0.08701283,5.699988,0.027505565,0.1534464
-73.31839,-43.504356,-1.8263105,0.000747024,323.32146,50.397735,28.31235,8.003975,1.9955481,34.175785,41.505543,0.0679,0.09032293,5.6787785,0.028225179,0.165888
-73.31853,-42.50108,-1.8249154,0.000746749,325.4249,49.86289,28.250143,8.007436,1.9916259,34.18028,41.363514,0.0699,0.09402221,5.6347013,0.028809356,0.1793664
-73.318474,-41.49783,-1.8222055,0.000758159,327.62632,49.25295,28.150013,8.012429,1.985136,34.17456,41.157814,0.0702,0.098333366,5.5714264,0.029740298,0.196992
-73.31823,-40.494617,-1.8190848,0.000769205,330.05804,48.625737,28.040435,8.0181675,1.9780372,34.175896,40.93827,0.0675,0.1048364,5.50188,0.030928655,0.222912
-73.3178,-39.491447,-1.8193165,0.000788084,332.32716,48.014324,27.917895,8.022895,1.9699892,34.167885,40.689873,0.0629,0.10979282,5.43281,0.03224826,0.2477952
-73.31719,-38.488323,-1.8186353,0.000805821,334.16668,47.561366,27.82034,8.025972,1.9635237,34.17275,40.50131,0.0586,0.114131704,5.3789723,0.033558063,0.2726784
-73.3164,-37.48525,-1.8174909,0.000826718,335.1165,47.336973,27.758677,8.027184,1.9593039,34.17378,40.385017,0.0566,0.117032036,5.3472198,0.034590314,0.295488
-73.31542,-36.482224,-1.8141757,0.000849912,335.28563,47.37385,27.740335,8.027172,1.95784,34.16543,40.34978,0.056,0.118049376,5.3385794,0.035231024,0.3182976
-73.31428,-35.47926,-1.8089702,0.000874189,334.46956,47.712207,27.764186,8.026119,1.958961,34.1485,40.397274,0.0571,0.123748355,5.349064,0.03548992,0.357696
-73.31296,-34.476353,-1.8053161,0.000898358,332.892,48.27778,27.829424,8.024199,1.9627088,34.13628,40.514328,0.0596,0.12859298,5.376643,0.035449437,0.404352
-73.31146,-33.473515,-1.7968097,0.000931188,330.892,48.895113,27.890535,8.022351,1.9660895,34.100307,40.63778,0.0627,0.136064,5.4079196,0.035254187,0.461376
-73.30981,-32.47074,-1.7930979,0.000959202,329.07307,49.462285,27.951598,8.023592,1.9695766,34.075222,40.757248,0.0659,0.14008494,5.4399795,0.03500785,0.5049216
-73.30799,-31.468044,-1.7867643,0.000992278,327.50165,49.86111,27.981965,8.033676,1.9710895,34.04057,40.829514,0.0697,0.14321235,5.4649524,0.03477112,0.5380992
-73.306015,-30.46542,-1.782181,0.00103416,326.18675,50.078835,27.975572,8.049589,1.9702106,33.984035,40.820095,0.0748,0.1444545,5.481036,0.0345671,0.5453568
-73.30389,-29.462873,-1.7820458,0.00106468,325.32462,50.22784,27.978044,8.058944,1.9700925,33.96816,40.832287,0.0846,0.1395536,5.4984395,0.034454722,0.5380992
-73.301605,-28.46041,-1.7762457,0.0011003,324.84335,50.263103,27.953355,8.066151,1.968234,33.934227,40.791985,0.110125,0.14250183,5.51306,0.034355013,0.6158592
-73.29918,-27.45803,-1.7666811,0.00113933,324.84356,50.197404,27.904565,8.072685,1.9648676,33.905933,40.714317,0.187575,0.14857197,5.5286633,0.03428242,0.8128512
-73.296616,-26.455738,-1.7462921,0.00120296,324.9701,49.995176,27.785536,8.082835,1.9567644,33.82196,40.50051,0.374624,0.1556806,5.542831,0.034278622,1.24416
-73.293915,-25.453535,-1.7157596,0.00127682,325.3431,49.704224,27.60655,8.085187,1.9447011,33.712933,40.186287,0.707754,0.15958299,5.566339,0.034505305,1.938816
-73.291084,-24.451424,-1.6847082,0.00133677,326.88895,49.347438,27.361654,8.086111,1.928516,33.618813,39.742302,1.23064,0.16731791,5.6268014,0.03520096,3.255552
-73.288124,-23.449408,-1.5992221,0.00142752,330.57982,48.587672,26.869629,8.085649,1.8964453,33.4048,38.80298,1.935175,0.20266876,5.7714847,0.036826495,7.589376
